Products Brand Name,Inventory Conversion Inputs Outputs Output Product,Strain Name,Inventory Conversions Batch Name,package_ID,Batch Harvest Date,Batch Lab Results Lab Result URL,Products Vendor Name,Inventory Producer Name,Manufacturing Date
iLAVA,ClearGold Cartridge 500mg - Jack Herer,Jack Herer,230124-002CGJH,44234,10/3/2022,https://lims.tagleaf.com/coas/e8qmCFdnFYvCW60wx0OsT1wInN24xW1GGrTE22sx5gokhuY8yt,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - Jack Herer,Jack Herer,230124-002CGJH,44235,10/3/2022,https://lims.tagleaf.com/coas/e8qmCFdnFYvCW60wx0OsT1wInN24xW1GGrTE22sx5gokhuY8yt,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,Super Sour Diesel,230215-004CLSS,50508,10/3/2022,https://lims.tagleaf.com/coas/seRYP6hBAjbV6bckHi0Ljm0p33SbEWYTLYjr6zOwAxkOEXAEds,"Forever 46, LLC - 00000057DCHF00477864",,9/13/2023
iLAVA,ClearGold Cartridge 500mg - Forbidden Fruit,Forbidden Fruit,230124-002CGFF,41595,10/3/2022,https://lims.tagleaf.com/coas/76cwu7Knk9FDG458LhBlplGYI0crFCghxC2UTzjT6jB9hN0xJH,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,Hybrid Blend,221220-002-PRP,50744,10/3/2022,https://lims.tagleaf.com/coas/NKpygdUaKLZWydKEmF6HAczZ04oyYoLaj1GvXnyRYisv383C6X,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,ClearGold Cartridge 1000mg - Super Lemon Haze,Super Lemon Haze,230124-002CGSL,43776,10/3/2022,https://lims.tagleaf.com/coas/gnai55kvAiwTiNNh7UCPiCp7qYxjHA2EV4hDtv1F0cA3iXq7KH,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - Granddaddy Purple,Granddaddy Purple,230124-002CGGP,42700,10/3/2022,https://lims.tagleaf.com/coas/HdFoR4GuF0jlu79V5DVYGXROGaY1KaSxzisR6PAQH80q3Gq8fU,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Grapefruit 100mg - Sativa,Hybrid Blend,221220-002-GRA,45819,10/3/2022,https://lims.tagleaf.com/coas/FXg9K1gO9JAZjVDdtXqEW3N6bjHXDunTpUS8H69Yeg34iiHDhV,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Watermelon 100mg - Indica,Hybrid Blend,221220-002-ZWA,55727,10/3/2022,https://lims.tagleaf.com/coas/9JDncFF9VxFitGF9gh9VMDcNePr8B8KkZxgOt9VPioU4M0Jccy,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,Entourage Night Gummies 100mg - Watermelon,Hybrid Blend,230104-001-WM,47056,10/3/2022,https://lims.tagleaf.com/coas/UGdOL1A1KgZwiwbkNBNsmlV7BjGyHZkOYeSuuVwJSbRXrgAv8n,"Forever 46, LLC - 00000057DCHF00477864",,8/15/2023
ZENZONA,zenzona Vegan Gummies Strawberry 100mg - Hybrid,Hybrid Blend,221220-002-STR,55858,10/3/2022,https://lims.tagleaf.com/coas/tVs0dLnCPlFWkN4EXOqrBU5pPMxMOPjVdIqVzmXqbnoBABYF4z,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,ClearGold Cartridge 1000mg - Gelato,Gelato,230124-002CGGL,44454,10/3/2022,https://lims.tagleaf.com/coas/w0oQBSlCUnM1kmQ4Tq6OAUr3l0cNWpUVzvTEpXCSAFtqWQuDMF,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Atomic Cartridge 1000mg - Dalliance,Dalliance,230411-002,48068,10/3/2022,https://lims.tagleaf.com/coas/d7WbYxRsLpvjbvrYOLLveINHtW141xIRHfO4e4zMXRfJnplHIJ,"Forever 46, LLC - 00000057DCHF00477864",,4/11/2023
iLAVA,Entourage Twilight Gummies 100mg - Blackberry,Hybrid Blend,230104-001-BLA,52339,10/3/2022,https://lims.tagleaf.com/coas/KjacAIHOkDLI3XAHjagmx0ObDzNfe4AG4el5iaz7DnwWx3nSXr,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,Entourage Twilight Gummies 100mg - Blackberry,Hybrid Blend,230104-001-BLA,52339,10/3/2022,https://lims.tagleaf.com/coas/KjacAIHOkDLI3XAHjagmx0ObDzNfe4AG4el5iaz7DnwWx3nSXr,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,ClearGold Cartridge 500mg - Raspberry Kush,Raspberry Kush,230104-001CGRK,48606,10/3/2022,https://lims.tagleaf.com/coas/FH6jY71wSc0p9CIjgMtlXgFyQ5v3nvRceo1pVCBXF2oISGiJ4M,"Forever 46, LLC - 00000057DCHF00477864",,6/27/2023
ZENZONA,zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,Hybrid Blend,221220-002-BB,55165,10/3/2022,https://lims.tagleaf.com/coas/xOCKGjv6XZcJZ6vCa2tIcpHqK49JRroABGhg4O6XojZnw6FZau,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,Delta 8 Clarity Cartridge 1000mg - Sundae Driver,Sundae Driver,230215-004CLSD,42925,10/3/2022,https://lims.tagleaf.com/coas/1S6Wsw0OwVN7VQ5b9nzRAsKftAl0xDdO9AZCA0gBMEtSY3rkT8,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,Hybrid Blend,230124-001,42498,10/3/2022,https://lims.tagleaf.com/coas/2keqGnQ19K2EOVdO40lvD1fpyBXc55K0uUgUcJatNBPOoqH2NU,"Forever 46, LLC - 00000057DCHF00477864",,6/1/2023
iLAVA,Delta 8 Clarity Cartridge 1000mg - White Widow,White Widow,230215-004CLWW,44237,10/3/2022,https://lims.tagleaf.com/coas/aKGNUHhn7SeDJaUc9n252YPEv8WlJ2GJqYRWerqjaSuvxvWsMX,"Forever 46, LLC - 00000057DCHF00477864",,4/11/2023
iLAVA,Entourage Twilight Gummies 100mg - Blackberry,Hybrid Blend,230104-001-BLA,46996,10/3/2022,https://lims.tagleaf.com/coas/KjacAIHOkDLI3XAHjagmx0ObDzNfe4AG4el5iaz7DnwWx3nSXr,"Forever 46, LLC - 00000057DCHF00477864",,8/10/2023
ZENZONA,zenzona Vegan Gummies Blood Orange 100mg - Sativa,Hybrid Blend,221220-002-ZBLO,51418,10/3/2022,https://lims.tagleaf.com/coas/RwYYpISmntEUnneJFGALrCDhePsw6LQzR9LlEOqZl4qINv6tfg,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Blood Orange 100mg - Sativa,Hybrid Blend,221220-002-ZBLO,51418,10/3/2022,https://lims.tagleaf.com/coas/RwYYpISmntEUnneJFGALrCDhePsw6LQzR9LlEOqZl4qINv6tfg,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,ClearGold Cartridge 500mg - Mai Tai,Mai Tai,230104-001CGMT,47689,10/3/2022,https://lims.tagleaf.com/coas/YjzMpRHlFhHhBELGhZCEyMhm6uNjmsv3v8yymGCDMGGvyxRTwZ,"Forever 46, LLC - 00000057DCHF00477864",,1/4/2023
iLAVA,ClearGold Cartridge 1000mg - Green Crack,Green Crack,230124-002CGGC,41568,10/3/2022,https://lims.tagleaf.com/coas/lp4FSf8g04sr2Tz96fSOMUagmdkXDzmhl4LgyCOgaDrflrPnHG,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,Hybrid Blend,221220-002-CH,45818,10/3/2022,https://tinyurl.com/2ev99jse,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - Bubba Kush,Bubba Kush,230124-002CGBB,42431,10/3/2022,https://lims.tagleaf.com/coas/XQvKbR3mhgr4441Mo3xtdnaJeMraBWdKznBL9c6HRkmyrMjdyO,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - Green Crack,Green Crack,230124-002CGGC,43969,10/3/2022,https://lims.tagleaf.com/coas/lp4FSf8g04sr2Tz96fSOMUagmdkXDzmhl4LgyCOgaDrflrPnHG,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,Hybrid Blend,221220-002-BB,56466,10/3/2022,https://lims.tagleaf.com/coas/xOCKGjv6XZcJZ6vCa2tIcpHqK49JRroABGhg4O6XojZnw6FZau,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",7/26/2023
iLAVA,Entourage Night Gummies 100mg - Wildberry,Hybrid Blend,230104-001-WB,53732,10/3/2022,https://tinyurl.com/2cr2b356,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,Entourage Night Gummies 100mg - Wildberry,Hybrid Blend,230104-001-WB,53732,10/3/2022,https://tinyurl.com/2cr2b356,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,ClearGold Cartridge 1000mg - Strawberry Cough,Strawberry Cough,230104-001CGSC,46463,10/3/2022,https://lims.tagleaf.com/coas/x00uQ5QR4m54UzvhOjwFVo3cfBCmEFFYiXXK9MS6l9r78p9r1V,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - Purple Punch,Purple Punch,230124-002CGPP,44168,10/3/2022,https://lims.tagleaf.com/coas/xFFK9FHYqJwzzlJ7ZDV2hP1mi9YYFBmGkszrTR20arPbckvubX,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,Hybrid Blend,221220-002-BLC,53834,10/3/2022,https://tinyurl.com/2s44rnjr,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,Hybrid Blend,221220-002-BLC,53834,10/3/2022,https://tinyurl.com/2s44rnjr,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,iLAVA Disposable 1000mg - GDP (SAMPLE),Granddaddy Purple,230208-001CGGP.D,43315,10/3/2022,,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Grapefruit 100mg - Sativa,Hybrid Blend,221220-002,44580,10/3/2022,https://lims.tagleaf.com/coas/FXg9K1gO9JAZjVDdtXqEW3N6bjHXDunTpUS8H69Yeg34iiHDhV,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,Hybrid Blend,221220-002-HD,54540,10/3/2022,https://tinyurl.com/mr45jxtk,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,Hybrid Blend,221220-002-HD,54540,10/3/2022,https://tinyurl.com/mr45jxtk,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,Hybrid Blend,221220-002-CH,49758,10/3/2022,https://tinyurl.com/2ev99jse,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,Hybrid Blend,221220-002-CH,49758,10/3/2022,https://tinyurl.com/2ev99jse,"Forever 46, LLC - 00000057DCHF00477864",,9/26/2023
iLAVA,Atomic Cartridge 1000mg - Mangorita,Mangorita,230628-005,45510,10/3/2022,https://lims.tagleaf.com/coas/6yfgNg8sxid2foJzDptf2m5IlBiqYVU8yLr4qSwfCTt3yDFF7g,"Forever 46, LLC - 00000057DCHF00477864",,6/28/2023
iLAVA,ClearGold Cartridge 1000mg - Mai Tai,Mai Tai,230104-001CGMT,47691,10/3/2022,https://lims.tagleaf.com/coas/YjzMpRHlFhHhBELGhZCEyMhm6uNjmsv3v8yymGCDMGGvyxRTwZ,"Forever 46, LLC - 00000057DCHF00477864",,6/27/2023
ZENZONA,zenzona Vegan Gummies Strawberry 100mg - Hybrid,Hybrid Blend,221220-002-STR,45796,10/3/2022,https://lims.tagleaf.com/coas/tVs0dLnCPlFWkN4EXOqrBU5pPMxMOPjVdIqVzmXqbnoBABYF4z,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Wildberry 100mg - Indica,Hybrid Blend,221220-002-ZWLD,55005,10/3/2022,https://lims.tagleaf.com/coas/mSfWW7yZrTfNQEmG8dgZzFlr8EeK2wI8Xs4yFZXw3iRP2vRQ4c,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Watermelon 100mg - Indica,Hybrid Blend,221220-002-ZWA,51744,10/3/2022,https://lims.tagleaf.com/coas/9JDncFF9VxFitGF9gh9VMDcNePr8B8KkZxgOt9VPioU4M0Jccy,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Watermelon 100mg - Indica,Hybrid Blend,221220-002-ZWA,51744,10/3/2022,https://lims.tagleaf.com/coas/9JDncFF9VxFitGF9gh9VMDcNePr8B8KkZxgOt9VPioU4M0Jccy,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,ClearGold Cartridge 500mg - Gelato,Gelato,230124-002CGGL,44453,10/3/2022,https://lims.tagleaf.com/coas/w0oQBSlCUnM1kmQ4Tq6OAUr3l0cNWpUVzvTEpXCSAFtqWQuDMF,"Forever 46, LLC - 00000057DCHF00477864",,4/28/2023
iLAVA,Atomic Cartridge 500mg - Fried Applez,Fried Applez,230628-008,45931,10/3/2022,https://lims.tagleaf.com/coas/xAgPsvnwMIhcAPwSBnuYKuyrQRMkuHh22KCIdBri9NRyIxLwa8,"Forever 46, LLC - 00000057DCHF00477864",,6/28/2023
iLAVA,ClearGold Cartridge 500mg - Strawberry Cough,Strawberry Cough,230124-002CGSC,43752,10/3/2022,https://lims.tagleaf.com/coas/E82kLdihfNBp9PHrJyZQrow9k2BuJ1ZPg1dPjIsDc5vuT443Fo,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - GG4,GG4,230124-002CGGG,47988,10/3/2022,https://lims.tagleaf.com/coas/IceGy3ZYhq2TZcPY3htvo4MvTKMg4yo558tNN2kXLtTgGO2sW2,"Forever 46, LLC - 00000057DCHF00477864",,6/8/2023
ZENZONA,zenzona Vegan Gummies Grapefruit 100mg - Sativa,Hybrid Blend,221220-002-GRA,51870,10/3/2022,https://lims.tagleaf.com/coas/FXg9K1gO9JAZjVDdtXqEW3N6bjHXDunTpUS8H69Yeg34iiHDhV,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Grapefruit 100mg - Sativa,Hybrid Blend,221220-002-GRA,51870,10/3/2022,https://lims.tagleaf.com/coas/FXg9K1gO9JAZjVDdtXqEW3N6bjHXDunTpUS8H69Yeg34iiHDhV,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Grapefruit 100mg - Sativa,Hybrid Blend,221220-002-GRA,51870,10/3/2022,https://lims.tagleaf.com/coas/FXg9K1gO9JAZjVDdtXqEW3N6bjHXDunTpUS8H69Yeg34iiHDhV,"Forever 46, LLC - 00000057DCHF00477864",,10/26/2023
ZENZONA,zenzona Vegan Gummies Grapefruit 100mg - Sativa,Hybrid Blend,221220-002-GRA,51870,10/3/2022,https://lims.tagleaf.com/coas/FXg9K1gO9JAZjVDdtXqEW3N6bjHXDunTpUS8H69Yeg34iiHDhV,"Forever 46, LLC - 00000057DCHF00477864",,10/26/2023
iLAVA,iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,Hybrid Blend,230124-001,42301,10/3/2022,https://lims.tagleaf.com/coas/2keqGnQ19K2EOVdO40lvD1fpyBXc55K0uUgUcJatNBPOoqH2NU,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - 1:1 (THC:CBD),Hybrid Blend,221228-001CG1:1,43450,10/3/2022,https://lims.tagleaf.com/coas/wknn1A81J4MmPldrO9jU6qbscvUOen7ApWo89kRmWMqcy37I8v,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Twilight Gummies 100mg - Blueberry,Hybrid Blend,230104-001-TB,45720,10/3/2022,https://tinyurl.com/c5d6w2ef,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,ClearGold Cartridge 1000mg - Maui Wowie,Maui Wowie,230124-002CGMW,43554,10/3/2022,https://lims.tagleaf.com/coas/zE8jyDA2HpPTi05NiPdldL7ObCCSXH2pzUs7Skn5AvPe7tJcht,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - Bubba Kush,Bubba Kush,230124-002CGBB,42430,10/3/2022,https://lims.tagleaf.com/coas/XQvKbR3mhgr4441Mo3xtdnaJeMraBWdKznBL9c6HRkmyrMjdyO,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Twilight Gummies 100mg - Blueberry,Hybrid Blend,230104-001-TB,52447,10/3/2022,https://tinyurl.com/c5d6w2ef,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,Entourage Twilight Gummies 100mg - Blueberry,Hybrid Blend,230104-001-TB,52447,10/3/2022,https://tinyurl.com/c5d6w2ef,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,Atomic Cartridge 500mg - Zack's Cake,Zack's Cake,230628-04,47784,10/3/2022,https://lims.tagleaf.com/coas/E0p75BrEIMXye9zXVf6L7F516GO4veTxyhZVN74ImhQXD1u54U,"Forever 46, LLC - 00000057DCHF00477864",,6/28/2023
ZENZONA,zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,Hybrid Blend,221220-002-BB,45843,10/3/2022,https://lims.tagleaf.com/coas/xOCKGjv6XZcJZ6vCa2tIcpHqK49JRroABGhg4O6XojZnw6FZau,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,Super Sour Diesel,230215-004CLSS,43069,10/3/2022,https://lims.tagleaf.com/coas/seRYP6hBAjbV6bckHi0Ljm0p33SbEWYTLYjr6zOwAxkOEXAEds,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - Purple Punch,Purple Punch,230104-001CGPP,48217,10/3/2022,https://lims.tagleaf.com/coas/tbRUD4myl5u6rKp5qVEigJb4bm2tXRrQs32Q8cecYm9Mp8fm6T,"Forever 46, LLC - 00000057DCHF00477864",,6/27/2023
iLAVA,Entourage Day Gummies 100mg - Blood Orange,Hybrid Blend,230104-001-BO,52754,10/3/2022,https://tinyurl.com/47ee5d4x,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,Entourage Day Gummies 100mg - Blood Orange,Hybrid Blend,230104-001-BO,52754,10/3/2022,https://tinyurl.com/47ee5d4x,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,ClearGold Cartridge 500mg - Gelato,Gelato,230124-002CGGL,41787,10/3/2022,https://lims.tagleaf.com/coas/w0oQBSlCUnM1kmQ4Tq6OAUr3l0cNWpUVzvTEpXCSAFtqWQuDMF,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Twilight Gummies 100mg - Blackberry,Hybrid Blend,230104-001-BLA,47057,10/3/2022,https://lims.tagleaf.com/coas/KjacAIHOkDLI3XAHjagmx0ObDzNfe4AG4el5iaz7DnwWx3nSXr,"Forever 46, LLC - 00000057DCHF00477864",,8/15/2023
ZENZONA,zenzona Vegan Gummies Raspberry 100mg - Sativa,Hybrid Blend,221220-002-RAS,51743,10/3/2022,https://tinyurl.com/2s36e6ru,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Raspberry 100mg - Sativa,Hybrid Blend,221220-002-RAS,51743,10/3/2022,https://tinyurl.com/2s36e6ru,"Forever 46, LLC - 00000057DCHF00477864",,10/24/2023
ZENZONA,zenzona Vegan Gummies Blood Orange 100mg - Sativa,Hybrid Blend,221220-002-ZBLO,45824,10/3/2022,https://lims.tagleaf.com/coas/RwYYpISmntEUnneJFGALrCDhePsw6LQzR9LlEOqZl4qINv6tfg,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Delta 8 Clarity Cartridge 1000mg - Sundae Driver,Sundae Driver,230215-004CLSD,49211,10/3/2022,https://lims.tagleaf.com/coas/1S6Wsw0OwVN7VQ5b9nzRAsKftAl0xDdO9AZCA0gBMEtSY3rkT8,"Forever 46, LLC - 00000057DCHF00477864",,9/13/2023
iLAVA,Atomic Cartridge 1000mg - Jokerz Treat,Jokerz Treat,230628-009,45491,10/3/2022,http://tinyurl.com/3d32e3bf,"Forever 46, LLC - 00000057DCHF00477864",,6/28/2023
iLAVA,Atomic Cartridge 1000mg - Jokerz Treat,Jokerz Treat,230628-009,45491,10/3/2022,http://tinyurl.com/3d32e3bf,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",6/28/2023
ZENZONA,zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,Hybrid Blend,221220-002-BB,49449,10/3/2022,https://lims.tagleaf.com/coas/xOCKGjv6XZcJZ6vCa2tIcpHqK49JRroABGhg4O6XojZnw6FZau,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Night Gummies 100mg - Wildberry,Hybrid Blend,230104-001-WB,53244,10/3/2022,https://tinyurl.com/2cr2b356,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,ClearGold Cartridge 500mg - Super Sour Diesel,Super Sour Diesel,230104-001CGSS,47926,10/3/2022,https://lims.tagleaf.com/coas/57guN4JpaCX9gY6Q38JFWcHJkY7qHGfk8K1M1QfEoKPURp6j8Q,"Forever 46, LLC - 00000057DCHF00477864",,6/27/2023
iLAVA,ClearGold Cartridge 500mg - Super Sour Diesel,Super Sour Diesel,230104-001CGSS,47926,10/3/2022,https://lims.tagleaf.com/coas/57guN4JpaCX9gY6Q38JFWcHJkY7qHGfk8K1M1QfEoKPURp6j8Q,"Forever 46, LLC - 00000057DCHF00477864",,6/29/2023
iLAVA,ClearGold Cartridge 500mg - Granddaddy Purple,Granddaddy Purple,230124-002CGGP,42699,10/3/2022,https://lims.tagleaf.com/coas/HdFoR4GuF0jlu79V5DVYGXROGaY1KaSxzisR6PAQH80q3Gq8fU,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 1000mg - GG4,GG4,230124-002CGGG,47990,10/3/2022,https://lims.tagleaf.com/coas/IceGy3ZYhq2TZcPY3htvo4MvTKMg4yo558tNN2kXLtTgGO2sW2,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,Hybrid Blend,221220-002-PRP,45807,10/3/2022,https://lims.tagleaf.com/coas/NKpygdUaKLZWydKEmF6HAczZ04oyYoLaj1GvXnyRYisv383C6X,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,Hybrid Blend,221220-002-PRP,54150,10/3/2022,https://lims.tagleaf.com/coas/NKpygdUaKLZWydKEmF6HAczZ04oyYoLaj1GvXnyRYisv383C6X,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,Hybrid Blend,221220-002-PRP,54150,10/3/2022,https://lims.tagleaf.com/coas/NKpygdUaKLZWydKEmF6HAczZ04oyYoLaj1GvXnyRYisv383C6X,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,ClearGold Cartridge 500mg - GSC,GSC,230124-002CGGS,46418,10/3/2022,https://lims.tagleaf.com/coas/tJofx19oJFxSMTPdwpa0FRSfvWtYaqMUeftkK5DhhFGdtIabfk,"Forever 46, LLC - 00000057DCHF00477864",,6/8/2023
iLAVA,ClearGold Cartridge 500mg - Green Crack,Green Crack,230124-002CGGC,41567,10/3/2022,https://lims.tagleaf.com/coas/lp4FSf8g04sr2Tz96fSOMUagmdkXDzmhl4LgyCOgaDrflrPnHG,"Forever 46, LLC - 00000057DCHF00477864",,
ZENZONA,zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,Hybrid Blend,221220-002-CH,54578,10/3/2022,https://tinyurl.com/2ev99jse,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
ZENZONA,zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,Hybrid Blend,221220-002-CH,54578,10/3/2022,https://tinyurl.com/2ev99jse,"Forever 46, LLC - 00000057DCHF00477864",,7/26/2023
iLAVA,Entourage Night Gummies 100mg - Watermelon,Hybrid Blend,230104-001-WM,47667,10/3/2022,https://lims.tagleaf.com/coas/UGdOL1A1KgZwiwbkNBNsmlV7BjGyHZkOYeSuuVwJSbRXrgAv8n,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,ClearGold Cartridge 500mg - God's Gift,God's Gift,230124-002CGGF,41565,10/3/2022,https://lims.tagleaf.com/coas/lg8bGQiDc2bBYj8bgAgFTQQe6dsyCs2yftsdNX9AaPJqyIwAYT,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Night Gummies 100mg - Watermelon,Hybrid Blend,230104-001-WM,45727,10/3/2022,https://lims.tagleaf.com/coas/UGdOL1A1KgZwiwbkNBNsmlV7BjGyHZkOYeSuuVwJSbRXrgAv8n,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Day Gummies 100mg - Yuzu,Hybrid Blend,230104-001-YZ,48614,10/3/2022,https://tinyurl.com/4ejrj8wp,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
iLAVA,Entourage Day Gummies 100mg - Yuzu,Hybrid Blend,230104-001-YZ,48614,10/3/2022,https://tinyurl.com/4ejrj8wp,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
ZENZONA,zenzona Vegan Gummies Raspberry 100mg - Sativa,Hybrid Blend,221220-002-RAS,45827,10/3/2022,https://tinyurl.com/2s36e6ru,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - Strawberry Cough,Strawberry Cough,230104-001CGSC,46462,10/3/2022,https://lims.tagleaf.com/coas/x00uQ5QR4m54UzvhOjwFVo3cfBCmEFFYiXXK9MS6l9r78p9r1V,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,ClearGold Cartridge 500mg - Jack Herer,Jack Herer,230104-001CGJH2,48203,10/3/2022,https://lims.tagleaf.com/coas/Tg1Du19TrXZKDymoFWgYGes2OhGLdjvaVLraupQ3X68BJReHtq,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Entourage Twilight Gummies 100mg - Blackberry,Hybrid Blend,230104-001-BLA,55111,10/3/2022,https://lims.tagleaf.com/coas/KjacAIHOkDLI3XAHjagmx0ObDzNfe4AG4el5iaz7DnwWx3nSXr,"Forever 46, LLC - 00000057DCHF00477864",,7/20/2023
