"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
ClearGold Cartridge 500mg - Maui Wowie,43553,230124-002CGMW,Maui Wowie,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Jack Herer,44234,230124-002CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",6/8/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Granddaddy Purple,42699,230124-002CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Blue Cheese,44585,230314-008CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Banana Kush,44995,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Acapulco Gold,44997,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,iLAVA,11/9/2022,
ClearGold Cartridge 1000mg - Durban Poison,43548,230314-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Blue Dream,43759,230314-008CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Blue Cheese,44586,230314-008CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Banana Kush,44996,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Acapulco Gold,44998,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,iLAVA,11/9/2022,
DTF Premium Preroll 1g - White Truffle,45034,317s-230516.0001-W20,White Truffle,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g - Gelato,45247,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/17/2023,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Cali Lightning,45246,CLT-230523.0001-W21,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/17/2023,DTF - Downtown Flower,5/23/2023,
Sunset Sherbet 3.5g - Mid,44984,SUNS-230523.0001-W21,Sunset Sherbet,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Kosher Kush,45046,235-230502.0001-W18,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/2/2023,
Lumen Crumble 1g - Tangistan Kush,44960,230517-004,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Banana Kush,44996,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Magma Budder 2.5g - G-Code,45028,230215-001,G-Code,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,iLAVA,9/20/2022,
Magma Budder 1g - Sonoran Lava,44829,230503-013,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
Magma Budder 2.5g - Chocolate Marshmellow,45035,230215-002,Chocolate Marshmellow,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,iLAVA,2/15/2023,
Magma Budder 1g - Jokerz Treat,44994,230503-005,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,2/21/2023,
Magma Sugar Wax 1g - Zack's Rhino,44801,230310-002,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,3/10/2023,
Magma Budder 1g - Blue Dream X,44875,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,2/9/2023,
ClearGold Cartridge 500mg - Banana Kush,44995,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush x Mt Lemmon Lava,43766,230502-W18-IPR,Kosher Kush x Mt Lemmon Lava,"Forever 46, LLC - 00000057DCHF00477864",6/22/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush x Mt Lemmon Lava,43766,230502-W18-IPR,Kosher Kush x Mt Lemmon Lava,"Forever 46, LLC - 00000057DCHF00477864",6/22/2023,High Scorez,5/2/2023,
Cali Lightning 3.5g - Mid,44974,CLT-230523.0001-W21,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/23/2023,
Papa Nugz 3.5g - Mid,45032,PaN-230523.0001-W21,Papa Nugz,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/23/2023,
Gelato 14g - Mid,44941,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/23/2023,
Cali Lightning 14g - Mid,44983,CLT-230523.0001-W21,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/23/2023,
ClearGold Cartridge 1000mg - Acapulco Gold,44998,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,iLAVA,11/9/2022,
Magma Sugar Wax 2.5g - Super Glue,44593,230223-002,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,2/23/2023,
Magma Budder 2.5g - Blue Dream X,44942,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,iLAVA,2/9/2023,
Magma Sugar Wax 1g - Mendo Dosi,44952,230314-001,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,iLAVA,3/14/2023,
Magma Budder 1g - Chocolate Marshmellow,44991,230215-002,Chocolate Marshmellow,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,iLAVA,2/15/2023,
ClearGold Cartridge 500mg - Acapulco Gold,44997,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,iLAVA,11/9/2022,
Magma Budder 2.5g - Sonoran Lava,44949,230503-013,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
DTF Premium Preroll 1g - Cali-O-Socks,44958,COSo-230516.0001-W20,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g - Marshmellow Squirt,44961,MaSq-230309.0001-W10,Marshmellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,3/9/2023,
Apple Fritter 7g - Value,44457,ApFr-230516.0001-W20,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,DTF - Downtown Flower,5/16/2023,
Gelato 3.5g - Mid,44940,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/23/2023,
Apple Fritter 14g - Value,44883,ApFr-230516.0001-W20,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/16/2023,
Gelato 7g - Mid,44938,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/23/2023,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,44439,221101-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,44594,221101-002-ZWM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,ZENZONA,10/31/2022,
High Scorez Sauce Infused Preroll 1.2g - Fatso x Zack's Rhino,43275,230614.0011-IPR,Fatso x Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Strawberry Mo'nana x Mangorita,43280,230614.0014-IPR,Strawberry Mo'nana x Mangorita,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,High Scorez,5/2/2023,
MHS Mixed Berry Sucker 10mg (Sample),67439232-0911,MBS-0013-B0002,MHS Mixed Berry Sucker,"Desert Medical Campus, Inc. DBA: Jars Cannabis - Metrocenter - MED",3/29/2023,Desert Medical Campus,9/14/2021,
MHS Tangerine Sucker 10mg,72025248-0912,TGS-0013-B0002,MHS Tangerine Sucker,"Desert Medical Campus, Inc. DBA: Jars Cannabis - Metrocenter - MED",3/14/2023,Desert Medical Campus,9/14/2021,
MHS Watermelon Lollipop 10mg,39657240-0909,WMS-0013-B0001,MHS Watermelon Lollipop,"Desert Medical Campus, Inc. DBA: Jars Cannabis - Metrocenter - MED",3/7/2023,Desert Medical Campus,9/14/2021,
Origin Fifty One Live Hash Rosin Disposable 600mg - Pineapple Express,06388,05146,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,Origin 51 [Fifty One],10/6/2022,
Origin Fifty One Live Hash Rosin Cartridge 500mg - Pineapple Express,06405,05146,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,Origin 51 [Fifty One],10/6/2022,
Origin Fifty One Live Hash Rosin Disposable 600mg - Floss Sugar,06398,230209-004,Floss Sugar,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,Origin 51 [Fifty One],10/6/2022,
Origin Fifty One Live Hash Rosin Cartridge 500mg - Floss Sugar,06399,230209-004,Floss Sugar,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,Origin 51 [Fifty One],10/6/2022,
White Truffle 7g - Mid,44130,317s-230516.0001-W20,White Truffle,"Forever 46, LLC - 00000057DCHF00477864",6/27/2023,DTF - Downtown Flower,5/16/2023,
Roaring 20s ROAR 6 Pack Preroll 3g - Strawberry Mo'nana,43528,SMo-230502.0001-W18,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",6/19/2023,Roaring 20s,5/2/2023,
Larry Lem OG 7g - Mid,41947,Larry Lem OG-230419.0001-W16,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,DTF - Downtown Flower,4/19/2023,
High Scorez Sauce Infused Preroll 1.2g - Sacrilegious x Dalliance,43671,230309-W10-IPR,Sacrilegious x Dalliance,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
High Scorez Sauce Infused Preroll 1.2g - ICS x Do-Si-Dos,43675,230309-W10-IPR,ICS x Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
Forest Fire 3.5g - Mid,44153,FoFi-230516.0001-W20,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",6/27/2023,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g - Zack's Cake,44645,Zack's Cake-230516.0001-W20,Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g -  Strawberry Mo'nana,44412,SMo-230502.0001-W18,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - Gaschata,44651,271-230502.0001-W18,Gaschata,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - Gary Satan,44426,325D-230502.0001-W18,Gary Satan,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - Forest Fire,44435,FoFi-230516.0001-W20,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g - Fatso,44530,224-230502.0001-W18,Fatso,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - Cherry Treat,44819,ChryTrt-230516.0001-W20,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,DTF - Downtown Flower,5/16/2023,
Cherry Treat 7g - Mid,44408,ChryTrt-230516.0001-W20,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/16/2023,
Cali-O-Socks 14g -Mid,44525,COSo-230516.0001-W20,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,DTF - Downtown Flower,5/16/2023,
Apple Fritter 3.5g - Value,44186,ApFr-230516.0001-W20,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,DTF - Downtown Flower,5/16/2023,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,42498,230124-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/1/2023,iLAVA,10/3/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,43659,221101-002-ZWM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/12/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Brazilian Grape 100mg - Indica,42199,221101-002-JB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,43661,221101-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/13/2023,ZENZONA,10/31/2022,
Magma Sugar Wax 1g - Super Glue,44591,230223-002,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,2/23/2023,
Lumen Crumble 1g -  Blue Dream X,44566,230523-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,4/19/2023,
Lumen Budder 1g - Pineapple Express,44405,230131-002,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,1/31/2023,
iLAVAHEMP Touch CBD 2.85oz. 550mg - Refill,35337,35337,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",2/23/2023,iLAVAHEMP,,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,29722,220929-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/20/2022,iLAVA,9/29/2022,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) Refill - Hybrid,44587,230621-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,4/19/2023,
iLAVAHEMP Ultra CBD Tincture 500mg,14951,2205005,N/A,"Forever 46, LLC - 00000057DCHF00477864",7/14/2022,iLAVAHEMP,,
iLAVAHEMP Touch CBD 2.85oz. 550mg,29350,29350,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/12/2022,iLAVAHEMP,,
iLAVA Feel 10ML (50mg CBD/100mg THC) Roll-On - Hybrid,40203,230224-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/25/2023,iLAVA,7/21/2021,
Hi Keto Chocolate Chip Cookies 100mg - Hybrid,44546,220112-002-HK,Hybrid,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,HI KETO,1/11/2022,
ClearGold Cartridge 500mg - Northern Lights,43340,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Afghani,44548,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),44437,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Tropicana Cookies,44447,230124-002CGTC,Tropicana Cookies,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Northern Lights,44444,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Gelato,44454,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Do-Si-Dos,44562,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Blue Widow,43565,230314-008CGBW,Blue Widow,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - ATF,43895,230314-008CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",6/23/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Afghani,44549,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
High Scorez Sauce Infused Preroll 1.2g - ICS x Do-Si-Dos,43675,230309-W10-IPR,ICS x Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,44953,230621-001B,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,4/19/2023,
Lumen Crumble 1g -  Blue Dream X,44566,230523-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,4/19/2023,
Magma Sugar Wax 2.5g - Zack's Rhino,44878,230310-002,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,iLAVA,3/10/2023,
DTF Premium Preroll 1g - Gaschata,44651,271-230502.0001-W18,Gaschata,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,DTF - Downtown Flower,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - ICS x Do-Si-Dos,43675,230309-W10-IPR,ICS x Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
DTF Premium Preroll 1g - Cherry Treat,44819,ChryTrt-230516.0001-W20,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,DTF - Downtown Flower,5/16/2023,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x Violet,43680,230309-W10-IPR,Marshmellow Squirt x Violet,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
Forest Fire 3.5g - Mid,44153,FoFi-230516.0001-W20,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",6/27/2023,DTF - Downtown Flower,5/16/2023,
Dweebz 3.5g,44877,Dwz-230523.0001-W21,Dweebz,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,GRÄS Cannabis,5/23/2023,
Cherry Treat 7g - Mid,44408,ChryTrt-230516.0001-W20,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/16/2023,
High Scorez Sauce Infused Preroll 1.2g - Sacrilegious x Dalliance,43671,230309-W10-IPR,Sacrilegious x Dalliance,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,High Scorez,3/9/2023,
Cali-O-Socks 14g -Mid,44525,COSo-230516.0001-W20,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,DTF - Downtown Flower,5/16/2023,
iLAVAHEMP Touch CBD 2.85oz. 550mg - Refill,35337,35337,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",2/23/2023,iLAVAHEMP,,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,44434,221227-002-PB,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",6/30/2023,ZENZONA,12/26/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,44261,267-211229.0001-IZ,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",6/29/2023,ZENZONA,12/29/2021,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) Refill - Hybrid,44880,230621-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/21/2023,iLAVA,4/19/2023,
Magma Budder 2.5g - ICS,44607,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,3/22/2023,
Magma Sugar Wax 1g - Super Glue,44591,230223-002,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,2/23/2023,
ClearGold Cartridge 500mg - Afghani,44548,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Afghani,44549,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Do-Si-Dos,44562,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Blue Cheese,44586,230314-008CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Northern Lights,44444,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Lumen Crumble 1g - Tangistan Kush,44567,230517-004,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,4/19/2023,
Magma Budder 1g - ICS,44588,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,3/22/2023,
ClearGold Cartridge 500mg - Northern Lights,44443,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Blue Cheese,44585,230314-008CGBC,Blue Cheese,"Forever 46, LLC - 00000057DCHF00477864",6/7/2023,iLAVA,10/21/2022,
DTF Premium Preroll 1g - Zack's Cake,44645,Zack's Cake-230516.0001-W20,Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,DTF - Downtown Flower,5/16/2023,
Wedding Cake 3.5g,44559,WeCa-230523.0001-W21,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,GRÄS Cannabis,5/23/2023,
Gelato 3.5g,44619,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,GRÄS Cannabis,5/23/2023,
DTF Premium Preroll 1g - Sacrilegious,44601,Sac-230309.0001-W10,Sacrilegious,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,DTF - Downtown Flower,3/9/2023,
DTF Premium Preroll 1g - ICS,44647,318-230309.0001-W10,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,DTF - Downtown Flower,3/9/2023,
Cali-O-Socks 3.5g,44646,COSo-230516.0001-W20,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",7/7/2023,GRÄS Cannabis,5/16/2023,
DTF Premium Preroll 1g - Fatso,44530,224-230502.0001-W18,Fatso,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,DTF - Downtown Flower,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Fatso x Zack's Rhino,43275,230614.0011-IPR,Fatso x Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,High Scorez,5/2/2023,
Apple Fritter 3.5g - Value,44186,ApFr-230516.0001-W20,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,DTF - Downtown Flower,5/16/2023,
Gaschata 3.5g - Value,44230,271-230516.0001-W20,Gaschata,"Forever 46, LLC - 00000057DCHF00477864",6/28/2023,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g - Apple Fritter,44592,228-230301.0001-W09,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,DTF - Downtown Flower,3/1/2023,
DTF Premium Preroll 1g - Sunset Sherbet,44590,SUNS-230502.0001-W18,Sunset Sherbet,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,DTF - Downtown Flower,5/2/2023,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,44615,230621-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/6/2023,iLAVA,4/19/2023,
ClearGold Cartridge 1000mg - Gelato,44454,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Tropicana Cookies,44447,230124-002CGTC,Tropicana Cookies,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Do-Si-Dos,44561,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Magma Budder 2.5g - ICS,44397,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,3/22/2023,
Magma Budder 2.5g - Chocolate Marshmellow,44400,230215-002,Chocolate Marshmellow,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,2/15/2023,
Lumen Budder 1g - Pineapple Express,44405,230131-002,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,iLAVA,1/31/2023,
ClearGold Cartridge 1000mg - 1:1 (THC:CBD),44438,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Tropicana Cookies,44446,230124-002CGTC,Tropicana Cookies,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Gelato,44453,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),44437,221228-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,iLAVA,10/3/2022,
Magma Sugar Wax 2.5g - Apple Fritter,44458,230503-006,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",3/5/2023,iLAVA,3/1/2023,
Hi Keto Chocolate Chip Cookies 100mg - Hybrid,44546,220112-002-HK,Hybrid,"Forever 46, LLC - 00000057DCHF00477864",7/5/2023,HI KETO,1/11/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,43683,230517-001-BBC,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",6/20/2023,ZENZONA,4/19/2023,
DTF Premium Preroll 1g - Forest Fire,44435,FoFi-230516.0001-W20,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/16/2023,
High Scorez Sauce Infused Preroll 1.2g - Gary Satan x White Truffle PROMO,43238,230614.0004-IPR,Gary Satan x White Truffle,"Forever 46, LLC - 00000057DCHF00477864",6/14/2023,High Scorez,5/2/2023,"Forever 46, LLC - 00000057DCHF00477864"
DTF Premium Preroll 1g - Gary Satan,44426,325D-230502.0001-W18,Gary Satan,"Forever 46, LLC - 00000057DCHF00477864",7/3/2023,DTF - Downtown Flower,5/2/2023,
