"","Package ID","Brand","Product","Batch","Strain","Distribution Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated By","Laboratory.Testing.Results","Point of Intended Sale","Extraction Method"
"71","53460","DTF - Downtown Flower","Cali Lightning 7g - Value","CLT-231003.0001-W40","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-04","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/aErdz0sp6XWfJFm7sAh3Khy0KwxiaXhXankHJq1Gd5PqBb8hbp","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"72","54546","DTF - Downtown Flower","Cali Lightning 7g - Value","CLT-231116.0001-W46","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-04","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/71a82892-2933-4552-9f8f-2af699e4cbd3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"73","43237","DTF - Downtown Flower","Cali-O-Socks 14g -Mid","COSo-230502.0001-W18","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/0W9HvSzWFTxxfSsxyPKwsEfS5oufSXTI0rPJZNwXdtGjcnR9kn","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"74","44525","DTF - Downtown Flower","Cali-O-Socks 14g -Mid","COSo-230516.0001-W20","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/cIK6XvQWol9U9f1mWhvRC1z3wwD96xuFc7WsFiVdgxNpcXCgyA","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"75","35241","DTF - Downtown Flower","Cali-O-Socks 28g - Mid","Cali-O Socks-221227.0001","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-22","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/SPxnlEEktfPRKVVXvSs6IVi1MciS8cybwa1PhSqJpVJ7HmcGG2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"76","43543","DTF - Downtown Flower","Cali-O-Socks 3.5g - Mid","COSo-230502.0001-W18","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-20","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/0W9HvSzWFTxxfSsxyPKwsEfS5oufSXTI0rPJZNwXdtGjcnR9kn","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"77","40682","DTF - Downtown Flower","Cali-O-Socks 3.5g - Mid","Cali - O - Socks - 230309.0001-W10","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-05-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/T5tkGKe59i2t6OqMDahDTvOrtmeL2h1IUdPFaFI5Pm9h5vHICl","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"78","35228","DTF - Downtown Flower","Cali-O-Socks 3.5g - Mid","Cali-O Socks-221227.0001","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-22","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/SPxnlEEktfPRKVVXvSs6IVi1MciS8cybwa1PhSqJpVJ7HmcGG2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"79","43546","DTF - Downtown Flower","Cali-O-Socks 7g -Mid","COSo-230502.0001-W18","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-20","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/0W9HvSzWFTxxfSsxyPKwsEfS5oufSXTI0rPJZNwXdtGjcnR9kn","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"80","40694","DTF - Downtown Flower","Cali-O-Socks 7g -Mid","Cali - O - Socks - 230309.0001-W10","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-05-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/T5tkGKe59i2t6OqMDahDTvOrtmeL2h1IUdPFaFI5Pm9h5vHICl","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"81","44113","DTF - Downtown Flower","Cherry Treat 14g - Mid","ChryTrt-230516.0001-W20","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-06-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/DhIjrF7GZxnN1k4DX5sK691lcRZXUyi0XEKqI7rjmmjksK4euy","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"82","54547","DTF - Downtown Flower","Cherry Treat 14g - Mid","ChryTrt-231116.0001-W46","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-04","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"83","55776","DTF - Downtown Flower","Cherry Treat 14g Smalls - Signature","ChryTrt-231130.0001-W48","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/40789094-58b9-450f-bc9e-b2dbd84ce799","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"84","44229","DTF - Downtown Flower","Cherry Treat 3.5g - Mid","ChryTrt-230516.0001-W20","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-06-28","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/DhIjrF7GZxnN1k4DX5sK691lcRZXUyi0XEKqI7rjmmjksK4euy","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"85","54551","DTF - Downtown Flower","Cherry Treat 3.5g - Mid","ChryTrt-231116.0001-W46","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-04","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"86","45084","DTF - Downtown Flower","Cherry Treat 3.5g - Signature","ChryTrt-230523.0002-W21","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-07-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/WoHQFCPWjpQ61kAX6VNP84fYExdjyAnm35dobYJnKZ9b2V5Dk3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"87","53701","DTF - Downtown Flower","Cherry Treat 3.5g - Signature","ChryTrt-231003.0001-W40","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-11","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/VRDwhcG5jNL8WqkIlOhsuY8jqq5as3GcvkHUUNiAt9K9gvjNqt","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"88","55542","DTF - Downtown Flower","Cherry Treat 3.5g - Signature","ChryTrt-231130.0001-W48","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-05","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/40789094-58b9-450f-bc9e-b2dbd84ce799","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"89","56292","DTF - Downtown Flower","Cherry Treat 3.5g - Signature","ChryTrt-231130.0001-W48","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-28","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/40789094-58b9-450f-bc9e-b2dbd84ce799","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"90","44408","DTF - Downtown Flower","Cherry Treat 7g - Mid","ChryTrt-230516.0001-W20","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-03","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/DhIjrF7GZxnN1k4DX5sK691lcRZXUyi0XEKqI7rjmmjksK4euy","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"91","54552","DTF - Downtown Flower","Cherry Treat 7g - Mid","ChryTrt-231116.0001-W46","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-04","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"92","33321","DTF - Downtown Flower","Cornbread 14g - Value","CRBR-221122.0001","Cornbread","Forever 46, LLC - 00000057DCHF00477864","11/22/2022","2023-01-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/NfelZROkWLqG3Is0IFGHiVLcR6IV5MEXMXdn6orxro42K7Ud8Q","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"93","33322","DTF - Downtown Flower","Cornbread 28g - Value","CRBR-221122.0001","Cornbread","Forever 46, LLC - 00000057DCHF00477864","11/22/2022","2023-01-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/NfelZROkWLqG3Is0IFGHiVLcR6IV5MEXMXdn6orxro42K7Ud8Q","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"94","30785","DTF - Downtown Flower","Cornbread 3.5g - Mid","CRBR-221026.0001","Cornbread","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-01","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/sample/5a5b5dee-4cdd-42f1-a12b-1fca1785cda5","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"95","33480","DTF - Downtown Flower","Cornbread 3.5g - Value","CRBR-221122.0001","Cornbread","Forever 46, LLC - 00000057DCHF00477864","11/22/2022","2023-01-31","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/NfelZROkWLqG3Is0IFGHiVLcR6IV5MEXMXdn6orxro42K7Ud8Q","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"96","43210","DTF - Downtown Flower","DTF Premium Preroll .5g - Fatso","224-230502.0001-W18","Fatso","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/BL0wdEeim47Vh0hZ3Kk0WUL8Fa0guHtI5UghwuFCZjRmN04zHN","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"97","43239","DTF - Downtown Flower","DTF Premium Preroll .5g - Gary Satan","325D-230502.0001-W18","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","5/2/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/55zhwfjd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"98","43289","DTF - Downtown Flower","DTF Premium Preroll .5g - Strawberry Mo'nana","SMo-230502.0001-W18","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","5/2/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/o7oIn6SfR5EcjWRyPf7z0cIS0qeanBvDfrteobAWjl2coCQTkz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"99","44412","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230502.0001-W18","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-07-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/o7oIn6SfR5EcjWRyPf7z0cIS0qeanBvDfrteobAWjl2coCQTkz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"100","46159","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230621.0001-W25","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-08-01","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/hScExDbZMQq1Cf0JEM0oTPqJZYnebPPtxB6qtkXEsMKfDheXzu","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"101","48427","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230717.0001-W29","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-09-07","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yhkwac23","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"102","51876","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230717.0001-W29","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-10-27","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yhkwac23","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"103","52083","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230717.0001-W29","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-07-17","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yhkwac23","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"104","53362","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230717.0001-W29","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-11-30","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yhkwac23","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"105","49891","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","SMo-230725.0001-W30","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","7/25/2023","2023-09-29","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/XUjYgKHoaQGWK2ve5C9wbwk9JVU940hhYe4CN91OmmP1C89e8w","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"106","38056","DTF - Downtown Flower","DTF Premium Preroll 1g - A La Oreoz","ALO-221227.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-03-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/jYNoz8tL8uqMPH3fIXTT1J3DRMSqLDRTdT2EOjvd6lH0JL02we","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"107","42696","DTF - Downtown Flower","DTF Premium Preroll 1g - Apple Fritter","228-230301.0001-W09","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/1/2023","2023-06-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/m7I7gK2eqN7LXcdkPVwCezBdfRv4Sls7hAvLxPhvWff1R0UEBc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"108","43332","DTF - Downtown Flower","DTF Premium Preroll 1g - Apple Fritter","228-230301.0001-W09","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/1/2023","2023-06-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/m7I7gK2eqN7LXcdkPVwCezBdfRv4Sls7hAvLxPhvWff1R0UEBc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"109","44592","DTF - Downtown Flower","DTF Premium Preroll 1g - Apple Fritter","228-230301.0001-W09","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/1/2023","2023-07-06","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/m7I7gK2eqN7LXcdkPVwCezBdfRv4Sls7hAvLxPhvWff1R0UEBc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"110","41529","DTF - Downtown Flower","DTF Premium Preroll 1g - Apple Fritter","228-230309.001-W10","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-05-15","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/aXxp6Gbc1WPhqXO96nAtauqmJnag4n1ExV4BUQiDrzwtRExDxL","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"111","55579","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream","BLDR-231130.0001-W48","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-06","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/bd2344af-cfc6-4119-9ed1-2c77da1d82f3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"112","34821","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","272X-221109.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","11/9/2022","2023-02-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/eI7nuTn9q5xLsYnIvxhNoDZBTi7otor1hgfiAKSoNhITHtDB5A","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"113","39023","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","272X-221226.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","12/26/2022","2023-04-06","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"114","47264","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","BlDX-230710.0001-W28","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-08-20","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/l90OsoEZpFgte6bdCbm40af9lRHEDCLMZVdoRDBY6MeDmjpJXD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"115","51813","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","BlDX-230816.0001-W33","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-08-16","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/mrxtatze","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"116","54415","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","BlDX-231017.0001-W42","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2023-12-28","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3y7k8rbz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"117","54730","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","BlDX-231017.0001-W42","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2024-01-12","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3y7k8rbz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"118","54968","DTF - Downtown Flower","DTF Premium Preroll 1g - Blue Dream X","BlDX-231017.0001-W42","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2024-01-22","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3y7k8rbz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"119","45246","DTF - Downtown Flower","DTF Premium Preroll 1g - Cali Lightning","CLT-230523.0001-W21","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-07-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/k8mNd9CDm28rxAEZzefkNXKqf5yWNfrnimU36x4a7Wh1arkgWf","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"120","54859","DTF - Downtown Flower","DTF Premium Preroll 1g - Cali Lightning","CLT-231116.0001-W46","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-17","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/71a82892-2933-4552-9f8f-2af699e4cbd3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"121","45825","DTF - Downtown Flower","DTF Premium Preroll 1g - Cali-O-Socks","COSo-230502.0001-W18","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-07-26","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/0W9HvSzWFTxxfSsxyPKwsEfS5oufSXTI0rPJZNwXdtGjcnR9kn","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"122","44958","DTF - Downtown Flower","DTF Premium Preroll 1g - Cali-O-Socks","COSo-230516.0001-W20","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/cIK6XvQWol9U9f1mWhvRC1z3wwD96xuFc7WsFiVdgxNpcXCgyA","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
